#Number of Samples: 2
#Total Number of Reads: 639668
#S1	/Users/jjpc/PiconCossio/UNI-SEQ/16S/G1_1/G1_1_1_G1_1_2_bracken_genuses.kraken2_report
#S2	/Users/jjpc/PiconCossio/UNI-SEQ/16S/G2_1/G2_1_1_G2_1_2_bracken_genuses.kraken2_report
#perc	tot_all	tot_lvl	S1_all	S1_lvl	S2_all	S2_lvl	lvl_type	taxid	name
0.0410	262	0	114	0	148	0	O	43046	        Methanocellales
0.0317	203	0	100	0	103	0	F	43047	          Methanocellaceae
0.0297	190	190	93	93	97	97	G	43049	            Rice Cluster I
0.0019	12	12	6	6	6	6	G	43048	            Methanocella
0.0091	58	58	14	14	44	44	G	43050	          uncultured
2.7530	17610	0	5989	0	11621	0	P	43131	    Thermoplasmatota
2.7528	17609	0	5988	0	11621	0	C	43132	      Thermoplasmata
2.7508	17596	0	5983	0	11613	0	O	43143	        Methanomassiliicoccales
2.7425	17543	0	5942	0	11601	0	F	43147	          Methanomethylophilaceae
1.0101	6461	6461	2185	2185	4276	4276	G	43150	            Candidatus Methanoplasma
0.8134	5203	5203	1614	1614	3589	3589	G	43148	            Candidatus Methanogranum
0.7121	4555	4555	1685	1685	2870	2870	G	43151	            RumEn M2
0.1359	869	869	328	328	541	541	G	43149	            Candidatus Methanomethylophilus
0.0705	451	451	128	128	323	323	G	43152	            uncultured
0.0083	53	0	41	0	12	0	F	43144	          Methanomassiliicoccaceae
0.0056	36	36	27	27	9	9	G	43145	            Methanomassiliicoccus
0.0027	17	17	14	14	3	3	G	43146	            uncultured
0.0016	10	10	4	4	6	6	G	43142	        Marine Group III
0.0005	3	0	1	0	2	0	O	43155	        Thermoplasmatales
0.0005	3	0	1	0	2	0	F	43163	          Thermoplasmataceae
0.0005	3	3	1	1	2	2	G	43164	            A-plasma
0.0002	1	1	1	1	0	0	G	43170	      uncultured
0.9339	5974	0	1954	0	4020	0	P	55	    Euryarchaeota
0.9327	5966	0	1950	0	4016	0	C	119	      Methanobacteria
0.9327	5966	0	1950	0	4016	0	O	120	        Methanobacteriales
0.9325	5965	0	1950	0	4015	0	F	121	          Methanobacteriaceae
0.7273	4652	4652	1464	1464	3188	3188	G	122	            Methanobacterium
0.1751	1120	1120	386	386	734	734	G	123	            Methanobrevibacter
0.0299	191	191	98	98	93	93	G	124	            Methanosphaera
0.0002	1	0	0	0	1	0	F	42958	          Methanothermobacteriaceae
0.0002	1	1	0	0	1	1	G	42959	            Methanothermobacter
0.0009	6	0	3	0	3	0	C	203	      Thermococci
0.0009	6	0	3	0	3	0	O	24339	        Methanofastidiosales
0.0009	6	0	3	0	3	0	F	24340	          Methanofastidiosaceae
0.0009	6	6	3	3	3	3	G	24341	            Candidatus Methanofastidiosum
0.0002	1	0	1	0	0	0	C	129	      Methanococci
0.0002	1	0	1	0	0	0	O	130	        Methanococcales
0.0002	1	0	1	0	0	0	F	131	          Methanocaldococcaceae
0.0002	1	1	1	1	0	0	G	132	            Methanocaldococcus
0.0019	12	0	12	0	0	0	P	267	    Nanoarchaeota
0.0019	12	0	12	0	0	0	C	43112	      Nanoarchaeia
0.0019	12	0	12	0	0	0	O	43119	        Woesearchaeales
0.0019	12	0	12	0	0	0	F	43121	          GW2011
0.0019	12	12	12	12	0	0	G	43122	            AR15
0.0008	5	0	5	0	0	0	P	6	    Crenarchaeota
0.0006	4	0	4	0	0	0	C	42927	      Nitrososphaeria
0.0003	2	0	2	0	0	0	O	42946	        Nitrososphaerales
0.0003	2	0	2	0	0	0	F	42947	          Nitrososphaeraceae
0.0003	2	2	2	2	0	0	G	42949	            Candidatus Nitrososphaera
0.0002	1	0	1	0	0	0	O	42935	        Nitrosocaldales
0.0002	1	0	1	0	0	0	F	42936	          Nitrosocaldaceae
0.0002	1	1	1	1	0	0	G	42938	            uncultured
0.0002	1	0	1	0	0	0	C	7	      Thermoprotei
0.0002	1	0	1	0	0	0	O	14	        Desulfurococcales
0.0002	1	0	1	0	0	0	F	24241	          Acidilobaceae
0.0002	1	1	1	1	0	0	G	24243	            Aeropyrum
0.0014	9	0	7	0	2	0	D	4	  Eukaryota
0.0011	7	0	7	0	0	0	D1	46848	    Amorphea
0.0011	7	0	7	0	0	0	D2	46957	      Obazoa
0.0011	7	0	7	0	0	0	D3	46958	        Opisthokonta
0.0011	7	0	7	0	0	0	D	47567	          Nucletmycea
0.0011	7	0	7	0	0	0	K	47572	            Fungi
0.0008	5	0	5	0	0	0	K1	47666	              Dikarya
0.0008	5	0	5	0	0	0	P	47667	                Ascomycota
0.0008	5	0	5	0	0	0	P1	48783	                  Saccharomycotina
0.0008	5	0	5	0	0	0	C	48784	                    Saccharomycetes
0.0008	5	0	5	0	0	0	O	48785	                      Saccharomycetales
0.0008	5	0	5	0	0	0	F	48792	                        Debaryomycetaceae
0.0008	5	5	5	5	0	0	G	48807	                          Spathospora
0.0002	1	0	1	0	0	0	P	49681	              Mucoromycota
0.0002	1	0	1	0	0	0	P1	49682	                Glomeromycotina
0.0002	1	0	1	0	0	0	C	49683	                  Glomeromycetes
0.0002	1	0	1	0	0	0	O	49708	                    Glomerales
0.0002	1	0	1	0	0	0	F	49711	                      Glomeraceae
0.0002	1	1	1	1	0	0	G	49712	                        Funneliformis
0.0003	2	0	0	0	2	0	D1	4152	    Archaeplastida
0.0003	2	0	0	0	2	0	K	4153	      Chloroplastida
0.0003	2	0	0	0	2	0	K1	4154	        Charophyta
0.0003	2	0	0	0	2	0	P	4161	          Phragmoplastophyta
0.0003	2	0	0	0	2	0	P1	4165	            Streptophyta
0.0003	2	0	0	0	2	0	C	4172	              Embryophyta
0.0003	2	0	0	0	2	0	C1	4307	                Tracheophyta
0.0003	2	0	0	0	2	0	C2	4372	                  Spermatophyta
0.0003	2	0	0	0	2	0	C3	4432	                    Magnoliophyta
0.0002	1	0	0	0	1	0	O	4658	                      Fabales
0.0002	1	1	0	0	1	1	G	11827	                        Arachis
0.0002	1	0	0	0	1	0	O	5306	                      Oxalidales
0.0002	1	1	0	0	1	1	G	12295	                        Connarus
